subject,sessionIndex,rep,H.period,H.t,H.i,H.e,H.five,H.Shift.r,H.o,H.a,H.n,H.l,H.Return
s017,2,45,0.0689,0.0552,0.0547,0.0613,0.0507,0.057,0.0655,0.0763,0.0668,0.0752,0.0639
s017,2,46,0.0639,0.061,0.0547,0.0642,0.0504,0.0744,0.0607,0.0781,0.0647,0.0766,0.075
s017,2,47,0.0673,0.0555,0.0515,0.0576,0.0581,0.0615,0.0684,0.0834,0.065,0.0721,0.065
s017,2,48,0.0644,0.0589,0.056,0.0634,0.0491,0.0568,0.066,0.0824,0.0531,0.0631,0.0623
s017,2,49,0.0679,0.0504,0.0428,0.0578,0.0547,0.0628,0.0652,0.0697,0.0557,0.0708,0.0599
s017,2,50,0.0676,0.0557,0.0481,0.0671,0.0544,0.0723,0.0723,0.0676,0.0045,0.0721,0.0568
s017,3,1,0.0795,0.0544,0.052,0.0615,0.0417,0.0489,0.0581,0.0821,0.0613,0.057,0.042
s017,3,2,0.0689,0.0444,0.0507,0.0681,0.061,0.0475,0.0549,0.0586,0.027,0.0639,0.0544
s017,3,3,0.0644,0.0433,0.0475,0.0555,0.0489,0.0512,0.056,0.0665,0.0615,0.0636,0.051
s017,3,4,0.0536,0.0394,0.0433,0.0591,0.0533,0.0515,0.062,0.0304,0.0378,0.0671,0.0607
s017,3,5,0.0626,0.0386,0.0489,0.0676,0.0549,0.0541,0.0525,0.0789,0.0631,0.0594,0.0544
s017,3,6,0.0663,0.0417,0.052,0.0586,0.0491,0.047,0.0744,0.0708,0.0644,0.0618,0.0518
s017,3,7,0.0763,0.0457,0.0536,0.0623,0.046,0.0544,0.0665,0.0681,0.062,0.0755,0.0502
s017,3,8,0.0739,0.0457,0.0465,0.0607,0.0578,0.0776,0.0602,0.0726,0.0462,0.0684,0.0518
s017,3,9,0.08,0.0436,0.0496,0.0628,0.0573,0.0523,0.0634,0.0715,0.0436,0.0676,0.0549
s017,3,10,0.0911,0.0425,0.0496,0.0562,0.052,0.0655,0.0591,0.0644,0.0491,0.071,0.0515
s017,3,11,0.0816,0.0483,0.0502,0.0591,0.052,0.0457,0.0763,0.0795,0.0528,0.0613,0.0491
s017,3,12,0.0821,0.0525,0.056,0.066,0.0605,0.0541,0.0623,0.0739,0.0565,0.0721,0.065
s017,3,13,0.0834,0.0473,0.0486,0.0594,0.0499,0.0576,0.0631,0.0576,0.0462,0.065,0.0425
s017,3,14,0.0673,0.0549,0.0568,0.0589,0.0525,0.0555,0.0525,0.0647,0.0438,0.0626,0.0483
s017,3,15,0.0644,0.0433,0.0408,0.0591,0.0565,0.057,0.0581,0.0647,0.0394,0.062,0.052
s017,3,16,0.075,0.0525,0.056,0.0578,0.0478,0.0565,0.0692,0.0618,0.0507,0.0605,0.0547
s017,3,17,0.0599,0.0597,0.0153,0.0684,0.0686,0.0533,0.0686,0.0742,0.0584,0.0665,0.042
s017,3,18,0.0668,0.0515,0.0462,0.0615,0.0599,0.0473,0.0652,0.0832,0.0512,0.065,0.0628
s017,3,19,0.0597,0.0491,0.0494,0.0436,0.0512,0.0568,0.0853,0.0731,0.0552,0.0655,0.0573
s017,3,20,0.0776,0.0533,0.052,0.0444,0.0499,0.0507,0.0665,0.0818,0.0581,0.0663,0.0586
s017,3,21,0.0758,0.0507,0.0531,0.0665,0.0489,0.0639,0.0644,0.0626,0.0549,0.0644,0.0486
s017,3,22,0.0721,0.0436,0.0143,0.0647,0.0536,0.057,0.0644,0.085,0.0528,0.0578,0.0525
s017,3,23,0.0692,0.0544,0.0449,0.0657,0.0533,0.0555,0.0771,0.065,0.0591,0.0774,0.0523
s017,3,24,0.0803,0.0547,0.0483,0.0568,0.0626,0.0568,0.07,0.0438,0.0541,0.0676,0.0523
s017,3,25,0.0631,0.0481,0.0462,0.0626,0.057,0.0552,0.0639,0.0766,0.0515,0.0676,0.0578
s017,3,26,0.0731,0.0462,0.0453,0.065,0.0628,0.0539,0.0607,0.0586,0.0487,0.0705,0.0694
s017,3,27,0.0876,0.0541,0.0494,0.0568,0.0568,0.0552,0.062,0.0789,0.0589,0.0692,0.0665
s017,3,28,0.0744,0.052,0.0489,0.0628,0.0668,0.0557,0.0715,0.042,0.0576,0.0689,0.0573
s017,3,29,0.0781,0.0475,0.046,0.0642,0.0715,0.0584,0.0679,0.0747,0.0679,0.0686,0.0568
s017,3,30,0.0752,0.052,0.0539,0.0634,0.0597,0.0515,0.0697,0.0729,0.0584,0.0605,0.0642
s017,3,31,0.0842,0.0568,0.0589,0.0671,0.0634,0.0644,0.0655,0.0744,0.0615,0.065,0.0597
s017,3,32,0.0792,0.0552,0.0533,0.0628,0.0697,0.0539,0.0689,0.0718,0.0576,0.0444,0.051
s017,3,33,0.0971,0.042,0.051,0.0594,0.0555,0.0573,0.0692,0.0805,0.0499,0.0655,0.062
s017,3,34,0.0721,0.0486,0.0507,0.0665,0.0306,0.0438,0.0647,0.0718,0.057,0.0723,0.0594
s017,3,35,0.0729,0.0528,0.0528,0.0655,0.0613,0.056,0.0665,0.0763,0.0496,0.0713,0.0496
s017,3,36,0.0784,0.0544,0.0504,0.0636,0.0502,0.057,0.0639,0.075,0.051,0.0644,0.0586
s017,3,37,0.0723,0.0528,0.052,0.0647,0.0536,0.0533,0.0684,0.0615,0.0533,0.0647,0.0544
s017,3,38,0.0731,0.0467,0.0467,0.066,0.0478,0.0539,0.0655,0.0716,0.0656,0.0697,0.0623
s017,3,39,0.0729,0.0119,0.0441,0.0605,0.0547,0.0541,0.0718,0.0752,0.0507,0.0713,0.061
s017,3,40,0.0713,0.0473,0.0582,0.0674,0.0607,0.0549,0.0689,0.0684,0.0491,0.0689,0.0644
s017,3,41,0.0665,0.0491,0.019,0.066,0.0481,0.0454,0.0668,0.0805,0.0581,0.0718,0.0533
s017,3,42,0.0689,0.047,0.047,0.0607,0.0552,0.0489,0.0663,0.0771,0.0605,0.0742,0.0584
s017,3,43,0.0803,0.0518,0.0483,0.0668,0.0584,0.0573,0.062,0.08,0.0607,0.0631,0.0557
s017,3,44,0.0837,0.0594,0.0518,0.0747,0.0589,0.0591,0.0715,0.0858,0.0528,0.0813,0.0586
s017,3,45,0.0755,0.0523,0.0568,0.0647,0.0586,0.0549,0.065,0.0737,0.0568,0.0715,0.0536
s017,3,46,0.08,0.0544,0.0483,0.0689,0.0642,0.0607,0.0671,0.0735,0.0513,0.0673,0.0618
s017,3,47,0.0729,0.0602,0.0473,0.0663,0.0591,0.0589,0.0681,0.0718,0.0512,0.071,0.052
s017,3,48,0.0715,0.0589,0.0499,0.0642,0.0528,0.0533,0.061,0.0533,0.0541,0.0784,0.0708
s017,3,49,0.0523,0.0525,0.0512,0.0549,0.0541,0.0594,0.0636,0.0755,0.0402,0.0655,0.0568
s017,3,50,0.0697,0.0499,0.0465,0.0634,0.0578,0.0623,0.061,0.0636,0.0473,0.0744,0.0502
s017,4,1,0.0589,0.0489,0.0407,0.0668,0.042,0.0594,0.0607,0.0745,0.0541,0.0628,0.0552
s017,4,2,0.0607,0.0473,0.0433,0.0536,0.0594,0.0489,0.0599,0.0615,0.0439,0.0663,0.0489
s017,4,3,0.0655,0.0536,0.042,0.0573,0.0394,0.0504,0.0636,0.0644,0.0568,0.0597,0.0552
s017,4,4,0.0599,0.042,0.042,0.0634,0.0491,0.0555,0.0576,0.0808,0.0576,0.0589,0.0504
s017,4,5,0.0655,0.0557,0.0362,0.0581,0.0436,0.0433,0.0613,0.0666,0.0571,0.0597,0.0594
s017,4,6,0.0676,0.0494,0.0441,0.0581,0.0473,0.0518,0.0626,0.0731,0.0481,0.0681,0.062
s017,4,7,0.0597,0.0467,0.042,0.0644,0.0657,0.0502,0.0555,0.0663,0.0407,0.0605,0.0462
s017,4,8,0.0444,0.0536,0.0467,0.0584,0.0597,0.0568,0.07,0.057,0.0153,0.065,0.0576
s017,4,9,0.0816,0.0504,0.0388,0.0605,0.0467,0.0502,0.0597,0.0681,0.0504,0.0665,0.057
s017,4,10,0.0697,0.0547,0.0404,0.0647,0.0599,0.051,0.0673,0.0594,0.0481,0.0697,0.0541
s017,4,11,0.0615,0.0547,0.042,0.0615,0.0581,0.0568,0.0702,0.071,0.0489,0.0605,0.0525
s017,4,12,0.057,0.0555,0.0449,0.0576,0.0634,0.057,0.0792,0.0892,0.0589,0.0692,0.0689
s017,4,13,0.0584,0.0544,0.0496,0.0581,0.0502,0.0544,0.0774,0.0708,0.0597,0.0726,0.0684
s017,4,14,0.0692,0.0541,0.0449,0.056,0.0576,0.0552,0.0737,0.0781,0.0457,0.0623,0.0518
s017,4,15,0.0555,0.0518,0.0425,0.052,0.0555,0.0528,0.0605,0.07,0.0467,0.0655,0.0576
s017,4,16,0.0599,0.0536,0.0396,0.0644,0.0544,0.052,0.0652,0.0713,0.0392,0.0774,0.0578
s017,4,17,0.081,0.0581,0.0412,0.0568,0.0533,0.0475,0.0742,0.0671,0.0539,0.0676,0.0581
s017,4,18,0.065,0.0607,0.0438,0.0644,0.0584,0.0605,0.066,0.0565,0.0428,0.0739,0.052
s017,4,19,0.0591,0.0615,0.0401,0.057,0.0578,0.052,0.0668,0.0789,0.0507,0.0634,0.0599
s017,4,20,0.0665,0.0586,0.051,0.0568,0.0523,0.0576,0.0605,0.0755,0.0465,0.0615,0.0576
s017,4,21,0.0615,0.0599,0.0465,0.0578,0.0549,0.0533,0.0684,0.0763,0.047,0.07,0.0591
s017,4,22,0.0671,0.056,0.047,0.057,0.051,0.0504,0.0705,0.075,0.0581,0.0686,0.0589
s017,4,23,0.0655,0.0467,0.0539,0.0618,0.0584,0.0547,0.0597,0.0732,0.055,0.0771,0.0594
s017,4,24,0.0742,0.056,0.0483,0.0591,0.056,0.0589,0.0573,0.0723,0.0037,0.0771,0.0578
s017,4,25,0.066,0.0547,0.0489,0.0613,0.0568,0.0457,0.0639,0.0243,0.0398,0.0642,0.051
s017,4,26,0.0586,0.0591,0.0409,0.0615,0.0531,0.0549,0.057,0.07,0.0481,0.0697,0.0618
s017,4,27,0.0789,0.0581,0.0346,0.0549,0.0539,0.0576,0.0702,0.0681,0.0478,0.0679,0.0602
s017,4,28,0.0673,0.0589,0.0467,0.0607,0.0547,0.1011,0.061,0.0138,0.0499,0.0694,0.0578
s017,4,29,0.0528,0.0565,0.0489,0.0673,0.0539,0.0515,0.0597,0.0774,0.0602,0.071,0.0639
s017,4,30,0.0668,0.0618,0.019,0.066,0.0533,0.0547,0.0618,0.0644,0.0571,0.0679,0.0594
s017,4,31,0.0557,0.0652,0.0457,0.0636,0.061,0.0562,0.0731,0.0729,0.0608,0.0673,0.057
s017,4,32,0.0692,0.0642,0.0433,0.066,0.0541,0.0496,0.0718,0.0671,0.056,0.0729,0.051
s017,4,33,0.0684,0.0518,0.0491,0.0647,0.0594,0.0515,0.0565,0.0568,0.0531,0.0657,0.052
s017,4,34,0.0752,0.0547,0.0478,0.0657,0.0523,0.0552,0.0586,0.0797,0.0599,0.0766,0.057
s017,4,35,0.062,0.0586,0.0436,0.0692,0.062,0.0631,0.0623,0.0752,0.0679,0.0584,0.0584
s017,4,36,0.0589,0.051,0.0536,0.0631,0.0594,0.0573,0.0655,0.0591,0.0584,0.0813,0.0689
s017,4,37,0.0639,0.0576,0.0576,0.0647,0.0589,0.0518,0.0795,0.0766,0.0573,0.0689,0.0573
s017,4,38,0.0599,0.0536,0.043,0.0636,0.0557,0.0541,0.061,0.0692,0.0618,0.081,0.0642
s017,4,39,0.0752,0.0607,0.0473,0.0623,0.0423,0.0594,0.0697,0.065,0.0621,0.0713,0.0668
s017,4,40,0.0739,0.0705,0.0457,0.056,0.0536,0.0578,0.0607,0.0776,0.0642,0.0742,0.0657
s017,4,41,0.076,0.0578,0.0467,0.0681,0.0591,0.0581,0.0578,0.0351,0.0496,0.0702,0.057
s017,4,42,0.0578,0.0586,0.0454,0.0536,0.0518,0.0428,0.0628,0.0787,0.0579,0.0752,0.0539
s017,4,43,0.0589,0.0578,0.0431,0.0607,0.0568,0.0568,0.0594,0.0692,0.0581,0.0642,0.0594
s017,4,44,0.0539,0.0573,0.0483,0.0673,0.0518,0.0528,0.0594,0.0761,0.0518,0.0673,0.066
s017,4,45,0.0544,0.0766,0.009,0.0634,0.0613,0.0589,0.0581,0.0658,0.055,0.0665,0.0636
s017,4,46,0.0681,0.0602,0.0467,0.0718,0.0539,0.0446,0.062,0.0721,0.0507,0.0718,0.0684
s017,4,47,0.07,0.0573,0.0496,0.0597,0.0602,0.0576,0.0584,0.0648,0.0529,0.0715,0.0623
s017,4,48,0.0515,0.032,0.0254,0.0665,0.0404,0.0541,0.0547,0.0591,0.0462,0.0599,0.0547
s017,4,49,0.0515,0.0555,0.0483,0.0655,0.0568,0.0536,0.062,0.0719,0.0529,0.0697,0.0634
s017,4,50,0.0726,0.0544,0.0489,0.0708,0.0573,0.0531,0.0713,0.0697,0.0536,0.0623,0.0615
s017,5,1,0.0655,0.0578,0.0486,0.0634,0.0998,0.0644,0.052,0.0702,0.0599,0.0584,0.0657
s017,5,2,0.0708,0.0467,0.0573,0.0489,0.0539,0.0515,0.0636,0.0723,0.0665,0.066,0.0523
s017,5,3,0.0755,0.0531,0.051,0.0557,0.0533,0.0533,0.0613,0.0613,0.0505,0.0602,0.0502
s017,5,4,0.0697,0.0502,0.0412,0.0594,0.043,0.0552,0.0626,0.0788,0.0547,0.0631,0.0586
s017,5,5,0.0655,0.047,0.0502,0.0652,0.0723,0.0576,0.0676,0.0858,0.0565,0.065,0.0552
s017,5,6,0.0642,0.0444,0.0615,0.0681,0.0483,0.061,0.0723,0.0747,0.0536,0.07,0.0547
s017,5,7,0.08,0.0547,0.047,0.0663,0.0481,0.0634,0.0692,0.0811,0.0616,0.071,0.0597
s017,5,8,0.0758,0.0549,0.0481,0.0673,0.0531,0.0602,0.0594,0.065,0.0518,0.0739,0.0642
s017,5,9,0.0705,0.0544,0.052,0.0636,0.0623,0.0581,0.0644,0.0729,0.0597,0.0763,0.066
s017,5,10,0.0771,0.0586,0.0594,0.0652,0.0634,0.0528,0.0681,0.0731,0.0681,0.0702,0.0647
s017,5,11,0.0744,0.0552,0.0589,0.062,0.0533,0.0565,0.0734,0.0792,0.0549,0.0705,0.0697
s017,5,12,0.0839,0.056,0.0599,0.0602,0.0591,0.0489,0.0668,0.0784,0.0547,0.0737,0.0628
s017,5,13,0.0715,0.0531,0.0539,0.0562,0.0584,0.0628,0.0673,0.0795,0.07,0.0729,0.0668
s017,5,14,0.0742,0.0565,0.0576,0.0602,0.0573,0.0504,0.065,0.0742,0.062,0.0671,0.0573
s017,5,15,0.0803,0.0597,0.0573,0.0655,0.0639,0.0494,0.0702,0.0853,0.0525,0.0842,0.0555
s017,5,16,0.0665,0.0518,0.0597,0.0549,0.0565,0.043,0.0676,0.0768,0.0153,0.07,0.0565
s017,5,17,0.0776,0.0499,0.0589,0.0684,0.0552,0.0555,0.0684,0.0808,0.0525,0.0663,0.07
s017,5,18,0.0768,0.0528,0.0499,0.0684,0.0523,0.0576,0.0697,0.09,0.0496,0.0766,0.0628
s017,5,19,0.0697,0.0599,0.0626,0.07,0.0565,0.0528,0.0776,0.0842,0.0536,0.0789,0.0723
s017,5,20,0.0755,0.057,0.0578,0.062,0.0539,0.0573,0.076,0.081,0.0581,0.0702,0.0718
s017,5,21,0.0789,0.0528,0.0668,0.0655,0.0555,0.0499,0.0689,0.0787,0.056,0.0679,0.0665
s017,5,22,0.0805,0.0481,0.0518,0.0623,0.0555,0.0547,0.0697,0.0797,0.0591,0.0776,0.0665
s017,5,23,0.0829,0.0507,0.0628,0.0584,0.0549,0.0607,0.0766,0.0795,0.0634,0.0681,0.0408
s017,5,24,0.0618,0.0544,0.0523,0.07,0.0636,0.0518,0.0602,0.0663,0.0618,0.075,0.0639
s017,5,25,0.0832,0.0473,0.0562,0.0636,0.0634,0.0589,0.0665,0.0809,0.0579,0.0752,0.0536
s017,5,26,0.0723,0.0599,0.0457,0.0573,0.0607,0.0549,0.0715,0.1027,0.0565,0.0861,0.0602
s017,5,27,0.0824,0.0607,0.0494,0.0708,0.0618,0.0615,0.0615,0.0705,0.0615,0.0602,0.056
s017,5,28,0.07,0.0586,0.0531,0.0597,0.0597,0.0525,0.0763,0.0874,0.0512,0.0784,0.0605
s017,5,29,0.0826,0.0512,0.0557,0.0655,0.0615,0.0555,0.0639,0.0766,0.0579,0.0747,0.0594
s017,5,30,0.0855,0.042,0.057,0.0618,0.051,0.0496,0.0731,0.08,0.0515,0.0723,0.0557
s017,5,31,0.076,0.0496,0.0512,0.0684,0.0626,0.0536,0.0665,0.0774,0.042,0.0723,0.047
s017,5,32,0.0871,0.0536,0.0568,0.062,0.0623,0.0623,0.0647,0.0771,0.0542,0.0692,0.0639
s017,5,33,0.0742,0.052,0.0591,0.0681,0.0581,0.0803,0.0779,0.08,0.0589,0.0671,0.0584
s017,5,34,0.0584,0.0523,0.0391,0.057,0.0591,0.0478,0.0642,0.0789,0.0502,0.0686,0.0618
s017,5,35,0.0541,0.0507,0.0421,0.0673,0.0591,0.0531,0.0636,0.0803,0.0603,0.0739,0.0684
s017,5,36,0.0847,0.057,0.0557,0.0636,0.0671,0.0613,0.0565,0.085,0.0547,0.0697,0.0681
s017,5,37,0.0723,0.0555,0.0597,0.0689,0.0652,0.0584,0.0615,0.09,0.0589,0.0665,0.0599
s017,5,38,0.0789,0.046,0.0525,0.0634,0.0578,0.0557,0.0665,0.0824,0.062,0.0739,0.0718
s017,5,39,0.0702,0.0607,0.0502,0.0628,0.0494,0.047,0.0692,0.0861,0.0537,0.0826,0.0644
s017,5,40,0.0855,0.0515,0.0496,0.0568,0.0584,0.0768,0.0573,0.0752,0.0525,0.0863,0.0729
s017,5,41,0.0715,0.0494,0.0446,0.0634,0.0613,0.0602,0.0644,0.085,0.0668,0.0747,0.0789
s017,5,42,0.0626,0.051,0.0504,0.0599,0.0573,0.0467,0.0565,0.0855,0.0494,0.0813,0.061
s017,5,43,0.08,0.0412,0.0409,0.0589,0.0594,0.057,0.0533,0.0684,0.0584,0.0737,0.0713
s017,5,44,0.0747,0.0578,0.0557,0.0578,0.0531,0.0615,0.0774,0.0817,0.0479,0.0795,0.0568
s017,5,45,0.0642,0.0544,0.0502,0.0591,0.0615,0.0628,0.056,0.0837,0.0562,0.0768,0.0607
s017,5,46,0.0768,0.0489,0.0396,0.0679,0.0597,0.0628,0.0602,0.0884,0.0602,0.0829,0.0639
s017,5,47,0.0771,0.051,0.0544,0.0639,0.0581,0.0594,0.0642,0.0882,0.06,0.0884,0.0605
s017,5,48,0.0702,0.0465,0.0544,0.0702,0.0557,0.0549,0.0631,0.0758,0.0628,0.08,0.0623
s017,5,49,0.0591,0.0499,0.0512,0.0631,0.0531,0.0512,0.0623,0.0758,0.0563,0.0708,0.0489
s017,5,50,0.0478,0.0473,0.0454,0.0686,0.0536,0.0433,0.0826,0.0739,0.0536,0.0729,0.0467
s017,6,1,0.0718,0.0613,0.0541,0.0634,0.0436,0.0436,0.0795,0.0628,0.0594,0.0734,0.0602
s017,6,2,0.075,0.0518,0.0552,0.0636,0.0491,0.0512,0.0774,0.0652,0.0552,0.0734,0.0576
s017,6,3,0.0742,0.0496,0.0631,0.0631,0.0576,0.0504,0.0652,0.0702,0.0679,0.0692,0.066
s017,6,4,0.0803,0.0547,0.0494,0.0555,0.0568,0.0386,0.0634,0.0795,0.0578,0.0721,0.0705
s017,6,5,0.0847,0.0462,0.0525,0.0578,0.0512,0.0523,0.0681,0.0758,0.0549,0.0689,0.0668
s017,6,6,0.0792,0.052,0.051,0.0647,0.0489,0.0578,0.0626,0.0652,0.0576,0.0708,0.0708
s017,6,7,0.0855,0.0528,0.052,0.0655,0.061,0.0615,0.0644,0.0124,0.0486,0.0663,0.0713
s017,6,8,0.0694,0.0547,0.0584,0.0634,0.052,0.0557,0.0626,0.0726,0.0631,0.0758,0.0705
s017,6,9,0.085,0.0494,0.0531,0.0602,0.0549,0.0417,0.0663,0.0663,0.0729,0.0768,0.0726
s017,6,10,0.0874,0.0594,0.0533,0.0568,0.0528,0.0531,0.0708,0.0763,0.0562,0.0647,0.066
s017,6,11,0.0763,0.0544,0.0504,0.0523,0.0552,0.0557,0.066,0.0708,0.0576,0.0723,0.0708
s017,6,12,0.0776,0.0718,0.0528,0.057,0.0502,0.0692,0.0694,0.0642,0.0615,0.0744,0.0723
s017,6,13,0.076,0.056,0.0525,0.0602,0.0557,0.0639,0.0684,0.0512,0.0686,0.0673,0.071
s017,6,14,0.0734,0.0489,0.0496,0.056,0.0565,0.0565,0.0729,0.0813,0.0615,0.0776,0.0713
s017,6,15,0.0795,0.0531,0.0547,0.065,0.0652,0.0642,0.0739,0.0861,0.0602,0.0752,0.0739
s017,6,16,0.08,0.0615,0.0407,0.0684,0.0686,0.0626,0.0628,0.0715,0.0581,0.0723,0.0726
s017,6,17,0.0734,0.062,0.0499,0.0655,0.0584,0.0573,0.0631,0.0752,0.0555,0.0818,0.0665
s017,6,18,0.0853,0.0539,0.0652,0.0628,0.0618,0.0584,0.0642,0.065,0.0597,0.0808,0.0829
s017,6,19,0.0839,0.0507,0.051,0.0557,0.0547,0.0547,0.0631,0.0669,0.0587,0.057,0.051
s017,6,20,0.0739,0.0507,0.0547,0.065,0.0499,0.0528,0.0636,0.0755,0.0615,0.0721,0.0818
s017,6,21,0.0803,0.0576,0.0433,0.051,0.0565,0.0573,0.0631,0.0758,0.0555,0.0708,0.0639
s017,6,22,0.0913,0.0507,0.0557,0.0623,0.0555,0.056,0.0668,0.0818,0.061,0.0652,0.071
s017,6,23,0.0758,0.051,0.0544,0.0655,0.056,0.0576,0.0676,0.0752,0.0694,0.076,0.0742
s017,6,24,0.0737,0.0525,0.0462,0.0626,0.0586,0.0504,0.0584,0.0784,0.0673,0.0755,0.0781
s017,6,25,0.0721,0.0555,0.0486,0.061,0.0533,0.0584,0.07,0.0884,0.061,0.0702,0.075
s017,6,26,0.0792,0.0499,0.0499,0.0578,0.0518,0.057,0.0715,0.0634,0.0597,0.0744,0.0634
s017,6,27,0.0734,0.0557,0.0599,0.0663,0.0594,0.0544,0.0882,0.0705,0.066,0.0737,0.0768
s017,6,28,0.0839,0.0613,0.0467,0.0628,0.0591,0.0462,0.0679,0.0719,0.0809,0.0771,0.0747
s017,6,29,0.0819,0.0623,0.0544,0.0681,0.057,0.0523,0.0694,0.0774,0.079,0.0863,0.0842
s017,6,30,0.09,0.056,0.0496,0.0737,0.0444,0.0483,0.0631,0.0587,0.0605,0.0921,0.0771
s017,6,31,0.0758,0.0562,0.0428,0.0663,0.0573,0.0634,0.0686,0.0731,0.0647,0.0689,0.0755
s017,6,32,0.0763,0.046,0.0399,0.066,0.0533,0.0626,0.0692,0.0768,0.0259,0.0787,0.0671
s017,6,33,0.0723,0.0599,0.0547,0.0639,0.061,0.0623,0.0655,0.0826,0.0583,0.0826,0.0792
s017,6,34,0.0702,0.0544,0.0499,0.0697,0.0552,0.0684,0.0673,0.0784,0.0792,0.0913,0.0723
s017,6,35,0.0816,0.0547,0.0528,0.0613,0.0507,0.075,0.0692,0.0829,0.0716,0.0803,0.0779
s017,6,36,0.089,0.0581,0.0552,0.0686,0.0597,0.0555,0.0797,0.0795,0.0547,0.0826,0.0744
s017,6,37,0.0821,0.0512,0.0565,0.0657,0.0597,0.0636,0.0663,0.0692,0.0969,0.0832,0.0306
s017,6,38,0.0787,0.056,0.046,0.0671,0.056,0.057,0.0655,0.0772,0.055,0.0813,0.0697
s017,6,39,0.0723,0.0428,0.0499,0.0591,0.056,0.0597,0.0676,0.0803,0.0637,0.0879,0.0599
s017,6,40,0.0776,0.0457,0.0547,0.0591,0.0599,0.0668,0.0652,0.0868,0.0544,0.0774,0.0555
s017,6,41,0.0861,0.0586,0.0444,0.057,0.0568,0.0679,0.0644,0.0761,0.0689,0.0824,0.07
s017,6,42,0.0752,0.0589,0.0549,0.0562,0.0539,0.0642,0.0681,0.0737,0.0483,0.0853,0.0665
s017,6,43,0.0813,0.0483,0.0533,0.0557,0.0544,0.0705,0.0597,0.0618,0.0634,0.0763,0.0797
s017,6,44,0.0847,0.0491,0.0528,0.0634,0.0489,0.0523,0.0681,0.0768,0.0732,0.0876,0.0671
s017,6,45,0.0797,0.0496,0.042,0.0671,0.0539,0.0562,0.0673,0.0832,0.0824,0.0718,0.0744
s017,6,46,0.0781,0.0578,0.0533,0.0686,0.0507,0.0512,0.0805,0.0821,0.0607,0.0702,0.0784
s017,6,47,0.0834,0.0518,0.0452,0.0491,0.0578,0.0512,0.0723,0.0681,0.0655,0.0853,0.0789
s017,6,48,0.0813,0.0568,0.0499,0.0578,0.0618,0.0607,0.0671,0.0694,0.0634,0.0871,0.0737
s017,6,49,0.0676,0.0394,0.0528,0.0528,0.0581,0.0594,0.0787,0.0882,0.07,0.0718,0.0684
s017,6,50,0.0781,0.042,0.0544,0.0576,0.0615,0.0795,0.0679,0.062,0.0697,0.071,0.0581
s017,7,1,0.0721,0.0578,0.0423,0.0702,0.0457,0.0504,0.0557,0.0708,0.0473,0.0578,0.0702
s017,7,2,0.0692,0.0586,0.0439,0.0618,0.0555,0.0565,0.0388,0.0688,0.0624,0.0623,0.0528
s017,7,3,0.0705,0.0499,0.0481,0.0552,0.0586,0.0568,0.0547,0.0677,0.0574,0.062,0.0694
s017,7,4,0.0805,0.052,0.0467,0.0496,0.0504,0.0525,0.0607,0.0626,0.0724,0.0634,0.0562
s017,7,5,0.0789,0.062,0.0444,0.0576,0.0568,0.0679,0.0668,0.0694,0.0808,0.0639,0.0639
s017,7,6,0.0829,0.0615,0.0565,0.061,0.0597,0.0663,0.0673,0.0771,0.0378,0.0679,0.0544
s017,7,7,0.0755,0.0518,0.0525,0.0586,0.0568,0.0594,0.0718,0.0652,0.0713,0.0731,0.0618
s017,7,8,0.0853,0.0441,0.0552,0.0552,0.0531,0.052,0.0671,0.0716,0.0655,0.0734,0.0562
s017,7,9,0.0766,0.056,0.0436,0.0555,0.0597,0.0628,0.0602,0.0742,0.084,0.0721,0.0581
s017,7,10,0.0861,0.0496,0.0631,0.0499,0.0504,0.0525,0.0584,0.0737,0.0718,0.0792,0.062
s017,7,11,0.0792,0.0597,0.0528,0.0401,0.0552,0.0576,0.0657,0.0634,0.0705,0.0655,0.0499
s017,7,12,0.0708,0.0568,0.0531,0.057,0.052,0.0584,0.0686,0.0742,0.0531,0.0647,0.0552
s017,7,13,0.0744,0.0528,0.0475,0.0489,0.0499,0.0581,0.0586,0.0771,0.0734,0.0752,0.0573
s017,7,14,0.0734,0.0597,0.0441,0.043,0.0533,0.0531,0.0655,0.0766,0.0657,0.0742,0.0573
s017,7,15,0.0697,0.057,0.0525,0.0555,0.0507,0.0568,0.0652,0.0719,0.061,0.0763,0.0602
s017,7,16,0.0665,0.056,0.0557,0.0657,0.0565,0.0562,0.0715,0.0816,0.062,0.0771,0.0576
s017,7,17,0.0818,0.0549,0.0465,0.0591,0.0549,0.0602,0.0721,0.0684,0.0555,0.0781,0.0576
s017,7,18,0.0708,0.0584,0.0557,0.0415,0.0565,0.0602,0.0647,0.0745,0.0584,0.0763,0.052
s017,7,19,0.0737,0.0594,0.0555,0.047,0.0507,0.056,0.0774,0.0758,0.0557,0.0697,0.052
s017,7,20,0.0708,0.0576,0.0425,0.0642,0.0568,0.0636,0.0573,0.0721,0.0552,0.0718,0.0634
s017,7,21,0.0721,0.0552,0.0452,0.0613,0.0515,0.0515,0.0599,0.0795,0.0605,0.0705,0.0462
s017,7,22,0.0642,0.056,0.0539,0.0597,0.0552,0.0573,0.0607,0.0782,0.0624,0.0779,0.0634
s017,7,23,0.052,0.0478,0.0547,0.0621,0.051,0.0489,0.0499,0.0726,0.0552,0.0718,0.0547
